Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,WS
Clifford Robinson,PF,36,DET,81,69,34.9,4.6,11.5,.398,1.1,3.2,.336,3.5,8.3,.422,.444,2.0,2.9,.676,1.0,2.9,3.9,3.3,1.1,1.1,2.0,3.2,12.2,2.0
Eddie Robinson,SF,26,CHI,64,18,21.2,2.4,4.9,.492,0.0,0.2,.214,2.4,4.7,.505,.497,0.8,1.0,.810,1.2,1.9,3.1,1.0,1.0,0.2,0.8,1.9,5.7,0.8
Glenn Robinson,SF,30,ATL,69,68,37.6,7.8,18.1,.432,1.3,3.8,.342,6.5,14.3,.456,.468,3.9,4.4,.876,1.2,5.4,6.6,3.0,1.3,0.4,3.6,2.7,20.8,1.6
Rodney Rogers,PF,31,NJN,68,0,19.2,2.7,6.7,.402,0.6,1.9,.333,2.0,4.8,.430,.451,1.0,1.3,.756,0.9,3.0,3.9,1.6,0.7,0.5,1.3,2.8,7.0,3.1
Sean Rooks,C,33,LAC,70,38,19.2,1.8,4.2,.421,0.0,0.0,.000,1.8,4.2,.422,.421,0.7,0.8,.810,0.8,2.3,3.1,1.0,0.5,0.6,0.9,2.5,4.2,0.2
Jalen Rose,SF,30,CHI,82,82,40.9,7.8,19.3,.406,1.6,4.4,.370,6.2,14.9,.416,.448,4.9,5.7,.854,0.8,3.5,4.3,4.8,0.9,0.3,3.5,3.3,22.1,1.5
Malik Rose,PF,28,SAS,79,13,24.5,3.7,8.0,.459,0.0,0.1,.400,3.6,7.9,.459,.460,3.1,3.9,.791,1.9,4.5,6.4,1.6,0.7,0.5,2.2,2.6,10.4,3.8
Kareem Rush,PG,22,LAL,76,0,11.5,1.3,3.2,.393,0.3,0.9,.279,1.0,2.3,.438,.432,0.2,0.3,.696,0.3,0.9,1.2,0.9,0.1,0.1,0.8,0.9,3.0,1.5
Bryon Russell,SF,32,WAS,70,23,19.8,1.5,4.4,.353,0.7,2.0,.329,0.9,2.4,.373,.428,0.8,1.0,.768,0.6,2.4,3.0,1.0,1.0,0.1,0.8,1.9,4.5,2.2
John Salmons,PG,23,PHI,64,1,7.9,0.8,1.8,.414,0.2,0.5,.323,0.6,1.3,.447,.457,0.4,0.5,.743,0.3,0.7,0.9,0.7,0.3,0.1,0.5,0.8,2.1,2.1
Brian Scalabrine,PF,24,NJN,59,7,12.3,1.2,2.9,.402,0.2,0.7,.359,0.9,2.2,.415,.444,0.5,0.6,.833,0.7,1.7,2.4,0.8,0.3,0.3,0.8,1.3,3.1,1.7
Ansu Sesay,SF,26,SEA,45,4,10.0,0.9,2.4,.383,0.0,0.0,,0.9,2.4,.383,.383,0.3,0.5,.571,0.8,0.9,1.6,0.5,0.3,0.1,0.6,1.4,2.1,0.8
Bobby Simmons,SG,22,WAS,36,2,10.5,1.2,3.1,.393,0.0,0.1,.000,1.2,3.0,.411,.393,0.9,1.0,.914,0.9,1.2,2.1,0.6,0.3,0.1,0.2,1.4,3.3,2.0
Brian Skinner,PF,26,PHI,77,9,17.9,2.4,4.3,.550,0.0,0.0,,2.4,4.3,.550,.550,1.3,2.1,.602,1.8,3.0,4.8,0.2,0.6,0.7,0.8,2.3,6.0,2.7
Tamar Slay,SG,22,NJN,36,0,7.6,1.1,2.9,.379,0.2,0.7,.280,0.9,2.2,.410,.413,0.2,0.3,.700,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0.9,2.6,0.0
Joe Smith,SF,27,MIN,54,21,20.7,2.8,6.1,.460,0.0,0.0,.000,2.8,6.0,.463,.460,1.9,2.4,.779,2.1,2.9,5.0,0.7,0.3,1.0,0.8,3.2,7.5,6.3
Steve Smith,SG,33,SAS,53,18,19.5,2.1,5.5,.388,0.7,2.2,.331,1.4,3.3,.428,.455,1.8,2.2,.833,0.4,1.5,1.9,1.3,0.5,0.2,0.8,1.5,6.8,1.9
Eric Snow,PG,29,PHI,82,82,37.9,4.4,9.7,.452,0.1,0.4,.219,4.3,9.4,.462,.456,4.0,4.6,.858,0.9,2.8,3.7,6.6,1.6,0.1,2.4,2.9,12.9,5.5
Latrell Sprewell,SF,32,NYK,74,73,38.6,6.1,15.2,.403,1.8,4.9,.372,4.3,10.4,.417,.462,2.3,2.9,.794,0.6,3.2,3.9,4.5,1.4,0.3,2.3,1.8,16.4,5.7
Jerry Stackhouse,SG,28,WAS,70,70,39.2,7.0,17.2,.409,1.0,3.5,.290,6.0,13.7,.439,.438,6.5,7.4,.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9,21.5,0.2
Vladimir Stepania,C,26,MIA,79,6,20.2,2.3,5.4,.433,0.0,0.0,,2.3,5.4,.433,.433,0.9,1.7,.530,2.7,4.3,7.0,0.3,0.6,0.5,0.9,2.1,5.6,0.8
DeShawn Stevenson,SG,21,UTA,61,8,12.5,1.9,4.7,.401,0.1,0.2,.333,1.8,4.5,.404,.408,0.8,1.1,.691,0.4,1.0,1.4,0.7,0.4,0.1,0.8,0.9,4.6,1.5
Michael Stewart,PF,27,CLE,47,0,5.3,0.3,0.8,.378,0.0,0.0,,0.3,0.8,.378,.378,0.2,0.3,.667,0.4,0.8,1.2,0.1,0.0,0.3,0.2,0.9,0.8,0.2
Peja Stojaković,SF,25,SAC,72,72,34.0,6.9,14.4,.481,2.2,5.6,.382,4.8,8.7,.545,.556,3.2,3.7,.875,0.8,4.7,5.5,2.0,1.0,0.1,1.4,2.0,19.2,13.5
Damon Stoudamire,PG,29,POR,59,27,22.3,2.6,7.0,.376,0.7,1.9,.386,1.9,5.1,.372,.429,0.9,1.1,.791,0.7,1.9,2.6,3.5,0.7,0.1,1.4,1.1,6.9,5.9
Amar'e Stoudemire,PF,20,PHO,82,71,31.3,4.8,10.1,.472,0.0,0.1,.200,4.8,10.0,.476,.473,3.9,5.9,.661,3.0,5.7,8.8,1.0,0.8,1.1,2.3,3.3,13.5,4.4
Erick Strickland,SG,29,IND,71,10,18.0,2.3,5.4,.429,0.9,2.3,.388,1.4,3.1,.459,.511,1.0,1.2,.805,0.3,1.7,2.0,2.9,0.5,0.1,1.4,1.6,6.5,0.8
Rod Strickland,PG,36,MIN,47,8,20.3,2.6,5.9,.432,0.0,0.2,.091,2.5,5.7,.446,.433,1.7,2.3,.738,0.4,1.6,2.0,4.6,1.0,0.1,1.6,1.2,6.8,1.3
Bob Sura,SG,29,GSW,55,0,20.5,2.5,6.0,.412,0.5,1.5,.329,1.9,4.4,.440,.454,1.9,2.7,.696,1.1,2.0,3.0,3.2,0.8,0.0,1.5,2.0,7.3,4.6
Stromile Swift,PF,23,MEM,67,26,22.1,3.5,7.3,.481,0.0,0.0,.000,3.5,7.3,.483,.481,2.6,3.7,.722,1.7,4.0,5.7,0.7,0.8,1.6,1.5,2.3,9.7,4.8
Wally Szczerbiak,SF,25,MIN,52,42,35.3,6.8,14.0,.481,1.2,2.8,.421,5.6,11.2,.497,.523,2.9,3.3,.867,1.0,3.6,4.6,2.6,0.8,0.4,1.7,2.4,17.6,1.6
Maurice Taylor,PF,26,HOU,67,9,20.6,3.4,8.0,.432,0.0,0.0,.000,3.4,8.0,.433,.432,1.5,2.1,.725,1.4,2.1,3.6,1.0,0.3,0.3,1.5,2.3,8.4,3.7
Jason Terry,PG,25,ATL,81,81,38.0,6.0,14.1,.428,2.0,5.3,.371,4.0,8.8,.462,.498,3.2,3.6,.887,0.5,3.0,3.4,7.4,1.6,0.2,3.1,2.2,17.2,5.1
Etan Thomas,PF,24,WAS,38,0,13.5,1.6,3.3,.492,0.0,0.0,,1.6,3.3,.492,.492,1.6,2.5,.638,1.8,2.5,4.3,0.1,0.2,0.6,0.9,1.7,4.8,4.5
Kenny Thomas,PF,25,TOT,66,42,30.0,3.9,8.5,.465,0.0,0.0,,3.9,8.5,.465,.465,2.2,3.0,.746,2.8,5.2,8.0,1.7,0.9,0.4,1.8,2.6,10.1,6.6
Kurt Thomas,C,30,NYK,81,81,31.8,6.1,12.7,.483,0.0,0.0,.667,6.1,12.7,.483,.484,1.7,2.3,.750,2.0,5.9,7.9,2.0,1.0,1.2,1.7,4.2,14.0,5.0
Tim Thomas,SF,25,MIL,80,70,29.5,5.2,11.6,.443,1.2,3.3,.366,3.9,8.3,.474,.495,1.8,2.3,.780,1.2,3.7,4.9,1.3,0.9,0.6,1.7,3.2,13.3,4.1
Jamaal Tinsley,PG,24,IND,73,69,30.6,3.0,7.6,.396,0.6,2.3,.277,2.4,5.3,.446,.437,1.1,1.5,.714,0.8,2.8,3.6,7.5,1.7,0.2,2.6,2.8,7.8,4.4
Robert Traylor,C,25,NOH,69,0,12.3,1.5,3.4,.443,0.0,0.0,.333,1.5,3.4,.444,.445,0.8,1.3,.648,1.6,2.2,3.8,0.7,0.7,0.5,0.8,2.2,3.9,2.5
Gary Trent,SF,28,MIN,80,22,15.3,2.6,4.9,.535,0.0,0.0,.000,2.6,4.8,.537,.535,0.8,1.3,.594,1.3,2.3,3.6,1.0,0.4,0.3,0.7,1.8,6.0,2.3
Jake Tsakalidis,C,23,PHO,33,27,16.5,1.8,4.1,.452,0.0,0.0,,1.8,4.1,.452,.452,1.2,1.8,.672,1.4,2.3,3.7,0.4,0.2,0.5,0.8,2.4,4.9,1.2
Nikoloz Tskitishvili,SF,19,DEN,81,16,16.3,1.4,4.9,.293,0.5,1.9,.243,1.0,3.0,.324,.340,0.6,0.8,.738,0.8,1.4,2.2,1.1,0.4,0.4,1.0,1.7,3.9,-0.1
Hedo Türkoğlu,SF,23,SAC,67,11,17.5,2.5,5.8,.422,0.4,1.2,.372,2.0,4.7,.435,.459,1.3,1.6,.800,0.5,2.3,2.8,1.3,0.4,0.2,0.7,1.9,6.7,6.7
Nick Van Exel,SG,31,DAL,73,1,27.8,4.7,11.4,.412,1.6,4.3,.378,3.1,7.1,.432,.483,1.5,2.0,.764,0.5,2.4,2.8,4.3,0.6,0.1,1.7,1.2,12.5,1.2
Keith Van Horn,PF,27,PHI,74,73,31.6,6.2,12.9,.482,0.9,2.4,.369,5.3,10.5,.508,.516,2.6,3.2,.804,2.1,4.9,7.1,1.3,0.9,0.4,2.0,3.4,15.9,6.3
Jacque Vaughn,PG,27,ORL,80,48,21.1,2.3,5.1,.448,0.1,0.4,.235,2.2,4.7,.467,.457,1.2,1.6,.776,0.3,1.2,1.5,2.9,0.8,0.0,1.2,2.1,5.9,0.0
Jake Voskuhl,C,25,PHO,65,1,14.6,1.4,2.5,.564,0.0,0.0,,1.4,2.5,.564,.564,1.0,1.5,.667,1.5,2.0,3.5,0.6,0.3,0.4,0.7,2.6,3.8,3.3
Dajuan Wagner,SG,19,CLE,47,24,29.5,4.7,12.9,.369,1.2,3.7,.316,3.6,9.2,.390,.414,2.7,3.4,.800,0.4,1.3,1.7,2.8,0.8,0.1,1.8,2.3,13.4,-0.1
Antoine Walker,PF,26,BOS,78,78,41.5,7.7,19.9,.388,2.4,7.5,.323,5.3,12.5,.427,.449,2.3,3.7,.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,3.9
Samaki Walker,C,26,LAL,67,39,18.6,1.7,4.1,.420,0.0,0.0,.000,1.7,4.1,.421,.420,1.0,1.5,.653,1.7,3.8,5.5,1.0,0.3,0.8,0.8,2.1,4.4,0.7
Ben Wallace,C,28,DET,73,73,39.4,2.9,6.0,.481,0.0,0.1,.167,2.9,5.9,.485,.482,1.2,2.6,.450,4.0,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,10.2
Gerald Wallace,SF,20,SAC,47,7,12.1,1.9,3.9,.492,0.0,0.1,.250,1.9,3.8,.497,.495,0.8,1.6,.527,0.8,1.9,2.7,0.5,0.5,0.3,0.9,1.4,4.7,0.4
Rasheed Wallace,PF,28,POR,74,74,36.3,7.0,14.8,.471,1.5,4.1,.358,5.5,10.6,.515,.521,2.7,3.7,.735,1.5,5.9,7.4,2.1,0.9,1.0,1.9,3.0,18.1,6.2
Charlie Ward,PG,32,NYK,66,6,22.2,2.5,6.3,.399,1.5,4.0,.378,1.0,2.2,.435,.521,0.6,0.8,.774,0.4,2.3,2.7,4.6,1.2,0.2,1.4,2.2,7.2,2.9
Earl Watson,PG,23,MEM,79,2,17.3,2.2,4.9,.435,0.4,1.2,.341,1.8,3.8,.463,.474,0.8,1.1,.721,0.6,1.5,2.1,2.8,1.1,0.2,1.1,1.7,5.5,1.8
Clarence Weatherspoon,PF,32,NYK,79,19,25.6,2.4,5.2,.449,0.0,0.0,,2.4,5.2,.449,.449,1.9,2.5,.768,2.7,4.9,7.6,0.9,0.9,0.5,0.8,2.2,6.6,2.6
Chris Webber,PF,29,SAC,67,67,39.1,9.9,21.4,.461,0.1,0.3,.238,9.8,21.1,.465,.463,3.2,5.3,.607,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3.0,23.0,1.1
Bonzi Wells,SG,26,POR,75,65,31.9,5.8,13.2,.441,0.5,1.7,.292,5.3,11.5,.464,.461,3.0,4.2,.722,1.3,3.9,5.3,3.3,1.6,0.2,2.9,2.9,15.2,0.9
Jiří Welsch,SF,23,GSW,37,0,6.3,0.5,2.0,.253,0.0,0.1,.250,0.5,1.9,.254,.260,0.6,0.8,.759,0.3,0.4,0.8,0.7,0.2,0.1,0.5,0.9,1.6,3.6
David Wesley,SG,32,NOH,73,73,37.1,6.2,14.2,.433,1.8,4.3,.424,4.3,9.9,.437,.498,2.5,3.2,.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7,2.8
Rodney White,SG,22,DEN,72,19,21.7,3.6,8.9,.408,0.4,1.9,.239,3.2,7.0,.452,.433,1.4,1.7,.784,0.6,2.4,3.0,1.7,0.6,0.4,2.2,1.9,9.0,1.8
Chris Wilcox,PF,20,LAC,46,3,10.4,1.6,3.0,.521,0.0,0.0,,1.6,3.0,.521,.521,0.5,1.1,.500,0.7,1.6,2.3,0.5,0.2,0.3,0.6,1.4,3.7,2.6
Mike Wilks,PG-SG,23,TOT,46,7,15.0,1.1,3.2,.338,0.2,0.8,.286,0.9,2.5,.354,.372,0.8,1.0,.787,0.4,1.1,1.5,2.0,0.6,0.1,0.6,1.5,3.2,0.5
Aaron Williams,C,31,NJN,81,0,19.7,2.5,5.4,.453,0.0,0.0,.000,2.5,5.4,.454,.453,1.3,1.6,.785,1.7,2.4,4.1,1.1,0.3,0.7,1.0,2.5,6.2,3.4
Alvin Williams,PG,28,TOR,78,78,33.8,5.1,11.6,.438,0.6,1.9,.329,4.5,9.7,.458,.464,2.4,3.1,.782,0.7,2.4,3.1,5.3,1.4,0.3,1.6,2.2,13.2,2.1
Eric Williams,SF,30,BOS,82,79,28.7,3.1,7.0,.442,0.5,1.3,.336,2.6,5.7,.467,.474,2.5,3.3,.750,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1,3.1
Frank Williams,PG,22,NYK,21,0,8.0,0.4,1.6,.273,0.3,0.8,.375,0.1,0.8,.176,.364,0.2,0.3,.667,0.1,0.7,0.9,1.6,0.3,0.1,0.8,1.0,1.3,0.3
Jason Williams,PG,27,MEM,76,76,31.7,4.4,11.3,.388,1.9,5.3,.354,2.5,6.0,.418,.471,1.4,1.7,.840,0.3,2.5,2.8,8.3,1.2,0.1,2.2,1.7,12.1,5.4
Jerome Williams,PF,29,TOR,71,63,33.0,3.8,7.5,.499,0.0,0.1,.167,3.7,7.5,.503,.500,2.2,4.0,.555,3.3,5.9,9.2,1.3,1.6,0.4,1.4,2.8,9.7,4.3
Scott Williams,C,34,PHO,69,33,12.6,1.7,4.2,.411,0.0,0.0,.000,1.7,4.2,.414,.411,0.5,0.6,.786,1.0,1.8,2.8,0.3,0.4,0.3,0.5,2.3,4.0,1.1
Shammond Williams,PG,27,TOT,78,11,24.1,2.9,7.4,.394,1.2,3.3,.356,1.7,4.1,.425,.474,1.0,1.3,.765,0.3,1.9,2.2,3.4,1.0,0.1,1.5,1.8,8.0,1.0
Corliss Williamson,SF,29,DET,82,1,25.1,4.6,10.1,.453,0.0,0.1,.182,4.5,9.9,.456,.454,2.9,3.7,.790,1.8,2.6,4.4,1.3,0.5,0.3,1.5,2.9,12.0,4.1
Kevin Willis,C,40,SAS,71,6,11.8,1.7,3.6,.479,0.0,0.0,.000,1.7,3.6,.482,.479,0.7,1.2,.614,1.2,2.0,3.2,0.3,0.3,0.3,0.8,1.7,4.2,0.9
Loren Woods,C,24,MIN,38,11,9.3,0.8,2.0,.382,0.0,0.1,.333,0.7,1.9,.384,.388,0.6,0.7,.778,0.7,1.8,2.5,0.5,0.3,0.3,0.6,1.0,2.1,1.1
Qyntel Woods,PF,21,POR,53,0,6.3,1.1,2.2,.500,0.1,0.2,.333,1.1,2.1,.514,.513,0.1,0.4,.350,0.3,0.7,1.0,0.2,0.3,0.0,0.4,0.7,2.4,-0.2
Metta World Peace,SF,23,IND,69,67,33.6,5.2,12.3,.428,1.0,3.1,.336,4.2,9.2,.458,.470,4.0,5.4,.736,1.5,3.8,5.2,2.9,2.3,0.7,2.1,3.5,15.5,8.0
Lorenzen Wright,C,27,MEM,70,49,28.3,4.6,10.2,.454,0.0,0.1,.000,4.6,10.2,.457,.454,2.1,3.2,.659,2.4,5.1,7.5,1.1,0.7,0.8,1.6,3.0,11.4,3.2
Shareef Abdur-Rahim,PF,27,TOT,85,56,31.6,5.9,12.4,.475,0.1,0.4,.265,5.8,12.0,.482,.480,4.4,5.0,.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6,16.3,5.4
Malik Allen,PF,25,MIA,45,6,13.7,1.8,4.4,.419,0.0,0.0,,1.8,4.4,.419,.419,0.6,0.7,.758,0.9,1.7,2.6,0.4,0.3,0.6,0.6,1.8,4.2,1.1
Ray Allen*,SG,28,SEA,56,56,38.4,8.0,18.2,.440,2.6,6.8,.392,5.3,11.4,.468,.512,4.4,4.8,.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0,10.7
Rafer Alston,PG,27,MIA,82,28,31.5,3.5,9.3,.376,2.0,5.3,.371,1.5,4.0,.382,.481,1.3,1.6,.769,0.3,2.4,2.8,4.5,1.4,0.2,1.6,2.6,10.2,5.5
Chris Andersen,PF,25,DEN,71,0,14.5,1.3,2.9,.443,0.0,0.0,.000,1.3,2.8,.446,.443,0.9,1.5,.589,1.3,2.9,4.2,0.5,0.5,1.6,0.7,1.7,3.4,4.5
Derek Anderson,SG,29,POR,51,46,35.5,4.5,12.0,.376,1.5,5.1,.305,3.0,6.9,.428,.440,3.0,3.7,.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.5,13.6,1.3
Kenny Anderson,PG,33,IND,44,31,20.6,2.6,5.8,.441,0.0,0.1,.250,2.5,5.7,.444,.443,0.8,1.1,.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6.0,0.2
Shandon Anderson,SG,30,NYK,80,37,24.7,3.0,7.1,.422,0.5,1.6,.281,2.5,5.5,.463,.454,1.5,2.0,.764,0.7,2.1,2.8,1.5,0.9,0.2,1.5,2.3,7.9,2.1
Carmelo Anthony,SF,19,DEN,82,82,36.5,7.6,17.9,.426,0.8,2.6,.322,6.8,15.3,.444,.449,5.0,6.4,.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,4.9
Gilbert Arenas,PG,22,WAS,55,52,37.6,6.5,16.6,.392,2.3,6.1,.375,4.2,10.6,.401,.460,4.3,5.8,.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,19.6,11.5
Darrell Armstrong,PG,35,NOH,79,22,28.4,3.7,9.3,.395,1.7,5.4,.315,2.0,3.9,.508,.487,1.6,1.8,.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,0.8
Carlos Arroyo,PG,24,UTA,71,71,28.3,4.8,10.8,.441,0.5,1.6,.325,4.2,9.2,.462,.466,2.5,3.2,.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,1.3
Chucky Atkins,PG,29,TOT,64,24,24.1,3.0,7.6,.397,1.3,3.8,.336,1.7,3.8,.457,.480,1.1,1.5,.753,0.1,1.3,1.5,3.5,0.7,0.0,1.4,1.6,8.4,4.5
Stacey Augmon,SF,35,NOH,69,24,20.5,2.1,5.0,.412,0.0,0.1,.143,2.1,4.9,.418,.414,1.6,2.0,.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8,0.7
Vin Baker,PF,32,TOT,54,33,24.3,3.9,8.0,.481,0.0,0.1,.333,3.8,7.9,.483,.483,2.1,2.9,.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3.0,9.8,-0.4
Marcus Banks,PG,22,BOS,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,1.9
Leandro Barbosa,PG,21,PHO,70,46,21.4,3.0,6.7,.447,1.2,3.0,.395,1.8,3.7,.488,.535,0.7,0.9,.770,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,1.8
Matt Barnes,SF,23,LAC,38,9,19.1,1.7,3.6,.457,0.1,0.3,.154,1.6,3.3,.488,.464,1.1,1.6,.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5,0.4
Brent Barry,SG,32,SEA,59,53,30.6,3.6,7.2,.504,1.9,4.3,.452,1.7,3.0,.577,.637,1.5,1.9,.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1,10.8,6.1
Jon Barry,SG,34,DEN,57,9,19.3,2.1,5.2,.404,0.9,2.4,.370,1.2,2.8,.434,.490,1.1,1.2,.845,0.4,1.7,2.2,2.6,1.0,0.1,0.9,1.2,6.2,3.9
Tony Battie,C,27,TOT,73,7,20.2,2.3,5.3,.443,0.0,0.1,.222,2.3,5.1,.448,.445,0.9,1.2,.742,1.6,3.3,4.9,0.8,0.4,0.9,0.9,2.2,5.6,2.0
Shane Battier,SF,25,MEM,79,1,24.6,3.1,6.9,.446,0.8,2.4,.349,2.2,4.5,.496,.506,1.5,2.1,.732,1.3,2.5,3.8,1.3,1.3,0.7,0.7,2.4,8.5,7.8
Raja Bell,SG,27,UTA,82,4,24.6,4.0,9.8,.409,0.8,2.0,.373,3.3,7.8,.418,.447,2.4,3.0,.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2,11.2,2.2
Travis Best,PG,31,DAL,61,1,12.5,1.0,2.8,.372,0.0,0.3,.150,1.0,2.5,.401,.381,0.7,0.8,.870,0.3,0.8,1.1,1.8,0.5,0.1,0.5,1.1,2.8,2.5
Mike Bibby,PG,25,SAC,82,82,36.3,6.4,14.3,.450,1.8,4.6,.392,4.6,9.7,.479,.514,3.7,4.5,.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,1.8,18.4,8.5
Chauncey Billups,PG,27,DET,78,78,35.4,5.0,12.8,.394,1.7,4.3,.388,3.4,8.5,.396,.459,5.2,5.9,.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,2.3,16.9,12.1
Steve Blake,PG,23,WAS,75,14,18.6,2.1,5.4,.386,1.0,2.7,.371,1.1,2.7,.400,.478,0.7,0.9,.821,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,5.9,0.3
Mark Blount,C,28,BOS,82,73,29.3,4.2,7.4,.566,0.0,0.0,,4.2,7.4,.566,.566,1.9,2.7,.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1,10.3,2.8
Keith Bogans,SF,23,ORL,73,36,24.5,2.5,6.2,.403,0.9,2.6,.358,1.6,3.7,.434,.477,0.9,1.4,.631,1.5,2.9,4.3,1.3,0.6,0.1,1.0,1.8,6.8,0.1
Calvin Booth,C,27,SEA,71,35,17.0,1.9,4.1,.466,0.0,0.0,.000,1.9,4.1,.469,.466,1.1,1.3,.798,1.2,2.7,3.9,0.4,0.2,1.4,0.6,2.1,4.9,1.0
Carlos Boozer,PF,22,CLE,75,75,34.6,6.3,12.0,.523,0.0,0.1,.167,6.3,11.9,.526,.524,2.9,3.8,.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,2.7,15.5,4.1
Chris Bosh,C,19,TOR,75,63,33.5,4.4,9.5,.459,0.1,0.2,.357,4.3,9.3,.461,.463,2.7,3.8,.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,2.9,11.5,6.8
Bruce Bowen,SF,32,SAS,82,82,32.0,2.6,6.1,.420,0.9,2.6,.363,1.6,3.5,.462,.497,0.8,1.4,.579,0.5,2.5,3.1,1.4,1.0,0.4,1.1,2.0,6.9,6.1
Ryan Bowen,PF,28,DEN,52,1,7.5,0.3,1.0,.340,0.0,0.0,,0.3,1.0,.340,.340,0.2,0.2,.833,0.8,0.9,1.7,0.3,0.3,0.3,0.1,0.9,0.9,1.1
Earl Boykins,SG,27,DEN,82,3,22.5,3.9,9.3,.419,0.7,2.1,.322,3.2,7.3,.447,.455,1.7,2.0,.877,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.0,10.2,6.0
Shawn Bradley,C,31,DAL,66,5,11.7,1.3,2.8,.473,0.0,0.0,.000,1.3,2.8,.476,.473,0.6,0.7,.837,1.1,1.5,2.6,0.3,0.5,1.1,0.3,2.0,3.3,1.9
Elton Brand,PF,24,LAC,69,68,38.7,7.0,14.2,.493,0.0,0.0,.000,7.0,14.2,.493,.493,6.0,7.7,.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3,20.0,10.6
Devin Brown,SG,25,SAS,58,0,10.8,1.5,3.4,.434,0.1,0.2,.286,1.4,3.1,.445,.444,1.0,1.3,.811,0.7,1.6,2.2,0.6,0.3,0.1,0.7,1.1,4.0,3.7
Kwame Brown,PF,21,WAS,74,57,30.3,3.9,8.0,.489,0.0,0.0,.500,3.9,7.9,.489,.490,3.1,4.5,.683,2.4,5.0,7.4,1.5,0.9,0.7,1.9,1.9,10.9,0.6
P.J. Brown,PF,34,NOH,80,80,34.4,4.2,8.9,.476,0.0,0.0,.000,4.2,8.9,.477,.476,2.0,2.3,.854,3.0,5.7,8.6,1.9,1.0,0.9,1.3,2.5,10.5,6.9
Rick Brunson,PG,31,TOT,40,0,10.3,1.0,2.6,.381,0.3,0.6,.478,0.7,2.1,.354,.433,0.7,0.8,.871,0.2,0.7,0.9,2.1,0.6,0.1,0.8,1.1,3.0,1.9
Kobe Bryant,SG,25,LAL,65,64,37.6,7.9,18.1,.438,1.1,3.3,.327,6.8,14.8,.463,.468,7.0,8.2,.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,8.1
Greg Buckner,SG,27,PHI,53,3,13.3,1.2,3.3,.377,0.2,0.8,.273,1.0,2.5,.412,.411,0.4,0.5,.741,0.5,1.4,1.9,0.8,0.4,0.1,0.6,1.5,3.1,4.8
Rodney Buford,SF,26,SAC,22,0,6.4,0.9,2.5,.339,0.0,0.1,.000,0.9,2.5,.352,.339,0.1,0.3,.500,0.3,0.4,0.7,0.3,0.3,0.0,0.2,0.4,1.9,0.8
Caron Butler,SF,23,MIA,68,56,29.9,3.5,9.3,.380,0.1,0.6,.238,3.4,8.7,.390,.388,2.0,2.6,.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2,5.3
Rasual Butler,SF,24,MIA,45,0,15.0,2.6,5.6,.476,1.1,2.4,.463,1.5,3.2,.486,.576,0.4,0.5,.762,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8,1.7
